scenario,dialogue,question,chosen_letter,chosen_sentence,option_probs,run,seed
Oscar missed the decisive goal in a high-stakes game.,"Oscar explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Oscar missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Oscar missed the goal?,A,What {X} said,"{'A': 0.56, 'B': 0.44}",1,83810
Harry missed the decisive goal in a high-stakes game.,"Harry explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Harry missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Harry missed the goal?,A,What {X} said,"{'A': 0.55, 'B': 0.45}",1,83810
Theodore missed the decisive goal in a high-stakes game.,"Theodore explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Theodore missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Theodore missed the goal?,A,What {X} said,"{'A': 0.55, 'B': 0.45}",1,83810
George missed the decisive goal in a high-stakes game.,"George explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'George missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think George missed the goal?,A,What {X} said,"{'A': 0.55, 'B': 0.45}",1,83810
Frederick missed the decisive goal in a high-stakes game.,"Frederick explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Frederick missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Frederick missed the goal?,A,What {X} said,"{'A': 0.58, 'B': 0.42}",1,83810
Henry missed the decisive goal in a high-stakes game.,"Henry explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Henry missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Henry missed the goal?,A,What {X} said,"{'A': 0.55, 'B': 0.45}",1,83810
Albert missed the decisive goal in a high-stakes game.,"Albert explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Albert missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Albert missed the goal?,A,What {X} said,"{'A': 0.55, 'B': 0.45}",1,83810
Victor missed the decisive goal in a high-stakes game.,"Victor explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Victor missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Victor missed the goal?,A,What {X} said,"{'A': 0.56, 'B': 0.44}",1,83810
Sarah missed the decisive goal in a high-stakes game.,"Sarah explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Sarah missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Sarah missed the goal?,A,What {X} said,"{'A': 0.54, 'B': 0.46}",1,83810
Arthur missed the decisive goal in a high-stakes game.,"Arthur explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Arthur missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Arthur missed the goal?,A,What {X} said,"{'A': 0.55, 'B': 0.45}",1,83810
Jacob missed the decisive goal in a high-stakes game.,"Jacob explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Jacob missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Jacob missed the goal?,A,What {X} said,"{'A': 0.55, 'B': 0.45}",1,83810
Alice missed the decisive goal in a high-stakes game.,"Alice explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Alice missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Alice missed the goal?,A,What {X} said,"{'A': 0.54, 'B': 0.46}",1,83810
Samuel missed the decisive goal in a high-stakes game.,"Samuel explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Samuel missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Samuel missed the goal?,A,What {X} said,"{'A': 0.56, 'B': 0.44}",1,83810
Alfred missed the decisive goal in a high-stakes game.,"Alfred explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Alfred missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Alfred missed the goal?,A,What {X} said,"{'A': 0.56, 'B': 0.44}",1,83810
Oliver missed the decisive goal in a high-stakes game.,"Oliver explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Oliver missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Oliver missed the goal?,A,What {X} said,"{'A': 0.58, 'B': 0.42}",1,83810
Edward missed the decisive goal in a high-stakes game.,"Edward explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Edward missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Edward missed the goal?,A,What {X} said,"{'A': 0.55, 'B': 0.45}",1,83810
William missed the decisive goal in a high-stakes game.,"William explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'William missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think William missed the goal?,A,What {X} said,"{'A': 0.55, 'B': 0.45}",1,83810
Sarah missed the decisive goal in a high-stakes game.,"Sarah explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Sarah missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Sarah missed the goal?,A,What {X} said,"{'A': 0.54, 'B': 0.46}",1,83810
Mary missed the decisive goal in a high-stakes game.,"Mary explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Mary missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Mary missed the goal?,A,What {X} said,"{'A': 0.55, 'B': 0.45}",1,83810
Louis missed the decisive goal in a high-stakes game.,"Louis explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Louis missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Louis missed the goal?,A,What {X} said,"{'A': 0.55, 'B': 0.45}",1,83810
Alexander missed the decisive goal in a high-stakes game.,"Alexander explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Alexander missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Alexander missed the goal?,A,What {X} said,"{'A': 0.55, 'B': 0.45}",1,83810
Anne missed the decisive goal in a high-stakes game.,"Anne explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Anne missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Anne missed the goal?,A,What {X} said,"{'A': 0.55, 'B': 0.45}",1,83810
Eleanor missed the decisive goal in a high-stakes game.,"Eleanor explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Eleanor missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Eleanor missed the goal?,A,What {X} said,"{'A': 0.57, 'B': 0.43}",1,83810
Charlotte missed the decisive goal in a high-stakes game.,"Charlotte explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Charlotte missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Charlotte missed the goal?,A,What {X} said,"{'A': 0.55, 'B': 0.45}",1,83810
Victoria missed the decisive goal in a high-stakes game.,"Victoria explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Victoria missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Victoria missed the goal?,A,What {X} said,"{'A': 0.55, 'B': 0.45}",1,83810
Clara missed the decisive goal in a high-stakes game.,"Clara explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Clara missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Clara missed the goal?,A,What {X} said,"{'A': 0.56, 'B': 0.44}",1,83810
Elizabeth missed the decisive goal in a high-stakes game.,"Elizabeth explained, 'I missed because the ball bounced away from me, making it impossible to score.' However, Alex commented, 'Elizabeth missed because he didn't practice enough to handle the pressure of the situation.'",Why do you think Elizabeth missed the goal?,A,What {X} said,"{'A': 0.55, 'B': 0.45}",1,83810
